email_body,subject_line,translation
,,"안녕하세요 교수님,

저는 [학번] [이름]입니다. 다름이 아니라, [날짜] 예비군 소집에 참석해야 하여 수업에 참석할 수 없게 되었습니다. 이와 관련하여, 예비군 소집에 참석한 후 제출해야 할 서류가 있는지, 그리고 해당 서류를 언제, 어디에 제출해야 하는지에 대해 여쭙고 싶습니다.

제출 절차와 관련된 정보를 알려주시면 감사하겠습니다.

감사합니다.

[학번] [이름] 드림"
,,"안녕하세요 교수님,

저는 [학번] [이름]입니다. 다름이 아니라, [날짜] 예비군 소집에 참석해야 해서 수업에 참석하지 못할 예정입니다. 이에 따라 예비군 소집에 참석한 후 제출해야 하는 서류가 있는지, 해당 서류는 언제, 어디로 제출하면 되는지에 대해 궁금합니다.

번거로우시겠지만, 관련된 절차에 대해 안내해주시면 감사하겠습니다.

감사합니다.

[학번] [이름] 드림
"
,,"안녕하세요 교수님,

저는 [학번] [이름]입니다. 다름이 아니라, [날짜]에 예정된 [수업명] 수업과 사전 교육이 시간이 겹쳐 수업에 참석할 수 없게 되었습니다. 수업을 놓치지 않기 위해 다른 방법으로 수업 내용을 보충할 수 있는지 여쭙고자 합니다.

혹시 녹화된 강의나 다른 대체 방법이 있을지 알려주시면 감사하겠습니다.

감사합니다.

[학번] [이름] 올림"
,,"안녕하세요 교수님,

저는 [학번] [이름]입니다. [날짜]에 예정된 [수업명] 수업과 [사전 교육명]의 시간이 겹쳐서 수업에 참석할 수 없게 되었습니다. 이와 관련하여 수업 내용을 보충할 수 있는 방법이 있는지 여쭙고 싶습니다.

대체 수업이나 다른 방법으로 사전 교육에 참여할 수 있는지 안내 부탁드립니다.

감사합니다.

[학번] [이름] 올림"
,,"안녕하세요 교수님,

저는 [학번] [이름]입니다. 다름이 아니라, [과목명]의 시험 일정 및 장소 변경에 대해 확인하고자 메일을 드립니다. 최근에 시험 일정과 장소가 변경되었다는 이야기를 들었는데, [날짜]과 [장소]가 맞는지 다시 한 번 확인해 주시면 감사하겠습니다.

변경된 사항에 대해 알려주시면 감사하겠습니다.

감사합니다.

[학번] [이름] 올림"
,,"안녕하세요 교수님,

저는 [학번] [이름]입니다. [과목명] 수업의 시험 일정과 장소가 변경된 것으로 알고 있습니다. 이에 대해 구체적인 일정과 장소를 확인하고자 메일을 드리게 되었습니다.

시험 일정과 장소가 변경된 부분에 대해 알려주시면 감사하겠습니다.

감사합니다.

[학번] [이름] 드림"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 수강한 [학번] [이름]입니다.
기말고사 성적을 확인한 결과, 제 성적에 대해 몇 가지 의문이 있어 메일을 드립니다.
특히 [성적 문제에 대한 구체적인 설명]이 있어서 이에 대해 다시 한 번 확인해주실 수 있을지 궁금합니다.
제가 실수로 점수를 잘못 확인했을 수도 있겠지만, 혹시 수정할 수 있는 여지가 있는지 알려주시면 감사하겠습니다.
수정이 불가능한 경우, 그 이유도 설명해주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 수강한 [학번] [이름]입니다.
기말고사 성적을 확인한 후, 몇 가지 의문점이 생겨 이렇게 메일을 드립니다.
성적이 예상보다 낮게 나와서 다시 한 번 확인해주셨으면 합니다. 특히, [특정 항목에 대한 의문]에 대해 설명을 부탁드리며, 가능하다면 성적을 재검토해주실 수 있는지 궁금합니다.
부디 확인해주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
[과목명] 수업을 수강한 [학번] [이름]입니다.
기말고사 성적이 예상과 달라 확인을 요청드리기 위해 메일을 드립니다.
특히 [성적에 대한 의문]에 대해 조금 더 명확한 설명을 듣고 싶습니다.
혹시 점수에 오류가 있었던 것인지 확인해주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 [교수님/조교]님,
저는 [과목명] 수업을 수강하고 있는 [학번] [이름]입니다.
이번 과제에 대해 질문이 있어 메일을 드립니다. 과제의 [구체적인 내용이나 부분]에 대해 더 자세히 설명해주실 수 있을까요?
과제 요구 사항을 제대로 이해하고 싶어서 질문드립니다. 자세한 답변 부탁드립니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 [교수님/조교]님,
[과목명] 수업을 듣고 있는 [학번] [이름]입니다.
이번 과제에 대해 몇 가지 헷갈리는 부분이 있어 다시 한 번 확인하고 싶습니다.
특히 [특정 부분에 대한 질문]에 대해 어떻게 접근해야 하는지 더 구체적인 설명을 부탁드립니다.
조금 더 자세히 설명해주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 [교수님/조교]님,
[과목명] 수업을 수강 중인 [학번] [이름]입니다.
이번 과제에 대해 궁금한 점이 있어 메일을 보냅니다. [특정 과제 항목]에 대해 어떻게 진행해야 할지 확실하지 않아 여쭤봅니다.
다시 한 번 확인해주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [학과] [학년] [학번] [이름]입니다.
다름이 아니라, 저는 [대학원명]에 지원하려고 하는데, 교수님께 추천서를 부탁드리고자 합니다.
교수님께서 제 학업 성취와 인성에 대해 잘 알고 계시기 때문에 제 추천서를 써주신다면 큰 도움이 될 것입니다.
추천서 작성이 가능하신지 여쭙고 싶습니다. 부디 긍정적으로 검토해주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
[학과] [학년] [학번] [이름]입니다.
[대학원명]에 지원하기 위해 교수님의 추천서를 요청드리고자 합니다.
저는 교수님의 수업을 수강하며 많은 것을 배웠고, 교수님께서 제 강점을 잘 아실 것이라 생각합니다.
추천서를 작성해주실 수 있으신지 여쭤봅니다. 부탁드립니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [학과] [학번] [이름]입니다.
[대학원명]에 지원하려고 하는데, 교수님께서 제 학문적 배경을 잘 아시고 있어서 추천서를 부탁드리고자 합니다.
교수님께서 저를 추천해주시면 매우 감사하겠습니다. 가능하시면 추천서 작성 부탁드립니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [학과] [학번] [이름]입니다.
진로에 대해 고민이 많아서 교수님의 조언을 구하고자 메일을 드립니다.
현재 [특정 분야나 직무]에 대해 생각하고 있는데, 이 분야에 대해 어떻게 접근하면 좋을지, 교수님께서 조언해주실 수 있을까요?

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [학과] [학번] [이름]입니다.
진로 선택에 대해 고민하고 있는 중인데, 교수님께서 저의 상황을 고려하여 진로 방향에 대해 조언을 주실 수 있을지 여쭙고자 합니다.
[특정 진로 방향이나 직무]에 대해 진지하게 고려하고 있습니다만, 어떤 점을 주의해야 할지 알고 싶습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [학과] [학번] [이름]입니다.
진로를 정하는 데 어려움을 겪고 있어 교수님과 상담을 요청드리고자 합니다.
[특정 분야나 직무]에 관심이 있지만, 여러 가지 선택지 사이에서 고민이 많습니다.
교수님의 경험과 조언을 얻고 싶습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 수강하고 있는 [학번] [이름]입니다.
[날짜]에 병원에 가야 해서 수업을 결석할 수밖에 없었습니다.
혹시 이번 결석에 대해 출석을 인정받을 수 있는 방법이 있을지 여쭤봅니다.
답변 주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 듣고 있는 [학번] [이름]입니다.
[날짜]에 개인적인 사정으로 결석하게 되었습니다.
혹시 이번 결석에 대해 출석을 인정해주실 수 있는 방법이 있을지 궁금합니다.
도움 주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 수강 중인 [학번] [이름]입니다.
[날짜]에 불가피한 사정으로 수업을 결석하게 되었습니다.
혹시 출석을 인정받을 수 있는 방법이 있을지 여쭤봅니다.
답변 주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 듣고 있는 [학번] [이름]입니다.
이번 수업에 대해 몇 가지 어려움을 겪고 있어 학문적 지원을 요청드리고자 합니다.
[어려운 부분 또는 구체적인 질문]에 대해 추가적인 설명을 들을 수 있을지 여쭙니다.
도움 주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 수강하고 있는 [학번] [이름]입니다.
[어려운 부분]에 대해 많은 도움이 필요합니다.
혹시 이 부분에 대해 추가적인 학문적 지원을 받을 수 있는 방법이 있을지 여쭤봅니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 수강 중인 [학번] [이름]입니다.
[어려운 과제나 개념]에 대해 도움이 필요해서 이메일을 드립니다.
이 부분에 대해 좀 더 구체적인 설명이나 학문적 지원을 요청드리고 싶습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 수강하고 있는 [학번] [이름]입니다.
학교 포털 시스템에 접속할 때 오류가 발생하여 수업 자료를 확인할 수 없습니다.
이 문제를 해결할 수 있는 방법이 있을지 여쭤봅니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
[과목명] 수업을 듣고 있는 [학번] [이름]입니다.
현재 온라인 학습 시스템에 접속이 되지 않아 수업 자료를 확인할 수 없습니다.
해당 문제를 해결할 수 있는 방법이 있을지 문의드리고자 합니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [과목명] 수업을 수강 중인 [학번] [이름]입니다.
현재 학교 포털에 접속할 수 없어서 수업 관련 자료를 확인하지 못하고 있습니다.
해결 방법에 대해 안내해주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
저는 [학과] [학번] [이름]입니다.
조교 신청에 대해 구체적인 방법을 알고 싶어 이메일을 드립니다.
신청 과정이나 필요 서류 등 추가 정보를 주실 수 있으신가요?

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
[학과] [학번] [이름]입니다.
장학금을 신청하고자 하는데, 신청 조건과 절차에 대해 더 알고 싶습니다.
장학금 신청 방법을 알려주시면 감사하겠습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
[학과] [학번] [이름]입니다.
RA 신청을 하고자 하는데, 신청 조건과 절차에 대해 더 알고 싶습니다.

감사합니다.
[학번] [이름]"
,,"안녕하세요 교수님,
교수님의 [과목명] 수업을 수강하고 있는 [학과] [학번] [이름]입니다.
지난 수업에서 다룬 [과목명] 강의 자료를 찾을 수 없습니다. 자료를 제공해주실 수 있을까요?
감사합니다."
,,"안녕하세요 교수님,
[과목명] 수업에 대한 강의 자료를 찾고 있는데, 해당 자료가 누락된 것 같습니다. 자료를 공유해주실 수 있으면 감사하겠습니다.
감사합니다."
,,"교수님, 안녕하세요.
[과목명] 수업을 수강 중인 [학번] [이름]입니다. 강의 중 사용된 자료를 찾고 있습니다. 제공이 가능하시다면 큰 도움이 될 것 같습니다.
감사합니다.
[학번] [이름] 올림"
,,"교수님 안녕하세요,
[과목명] 실험을 진행 중인 [학번] [이름]입니다. 실험 중에 [문제점]이 발생하여 어떻게 해결할 수 있을지 여쭙고 싶습니다. 가능한 해결 방법을 알려주시면 감사하겠습니다.
감사합니다.
[학번] [이름] 올림"
,,"교수님, 안녕하세요.
저는 [수업명] 수업을 수강 중인 [학번] [이름]입니다. 최근 [학술 행사]에 참여할 예정인데, 이 활동을 수업 프로젝트에 연계해도 괜찮을지 여쭙고 싶습니다.
감사합니다.
[학번] [이름] 올림"
,,"교수님 안녕하세요,
[과목명] 수업을 더 잘 참여하기 위한 방법에 대해 여쭙고 싶습니다. 어떻게 더 적극적으로 참여할 수 있을까요?
감사합니다.
[학번] [이름] 올림"
